"Simple_ID","Exposure_ID","Death_timing","Pre_exp_ID","Exposure_type","Exposure_start","Exposure_duration","Animal_type","Death_date","Batch","Notes","Erin_ID","Well_1","Well_2","Well_3","Status","MeanCopy","Well_1_1","Well_2_1","Well_3_1","Status_1","MeanCopy_1","MeanCopyFinal","Exposure_duration_numerical","logMeanCopyFinalPlus1","MeanCopyFinalPlus1","Trio_ID","Larval_condition","Final_status","Final_status_binomial"
"MR228","AHS.SH.1.2","Euthanization","AHSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,250,129.5477448,206.2043915,189.3859558,"Pos",175.0460307,NA,NA,NA,NA,NA,175.0460307,1,2.24562623750322,176.0460307,"AHS.1.2","AHS","Pos","1"
"MR229","EHS.SH.48.1","Euthanization","TEHS","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,NA,251,24816398,36851868,44939804,"Pos",35536023.33,NA,NA,NA,NA,NA,35536023.33,48,7.55066883854741,35536024.33,"EHS.48.1","EHS","Pos","1"
"MR296","AHS.SQ.6.1","Euthanization","AHS4","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,252,53.06546402,153.3637695,173.0300903,"Pos",126.4864413,NA,NA,NA,NA,NA,126.4864413,6,2.10546399824674,127.4864413,"AHS.6.1","AHS","Pos","1"
"MR375","AHS.SH.6.1","Euthanization","AHSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,253,17123.08398,18370.24219,17812.5332,"Pos",17768.61979,NA,NA,NA,NA,NA,17768.61979,6,4.24967813546588,17769.61979,"AHS.6.1","AHS","Pos","1"
"MR377","ALS.SH.12.1","Euthanization","ALSV","Shared",2021-06-27,"12hr","Infected",2021-06-27,1,NA,254,277.5966492,303.1237793,262.884552,"Pos",281.2016602,NA,NA,NA,NA,NA,281.2016602,12,2.45055956439203,282.2016602,"ALS.12.1","ALS","Pos","1"
"MR378","EHS.SQ.6.2","Euthanization","EHS5","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,255,211.3116913,180.3654175,174.6955109,"Pos",188.7908732,NA,NA,NA,NA,NA,188.7908732,6,2.27827532392804,189.7908732,"EHS.6.2","EHS","Pos","1"
"MR295","AHS.SH.6.2","Euthanization","AHSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,256,225.4024963,207.57547,234.4299469,"Pos",222.4693044,NA,NA,NA,NA,NA,222.4693044,6,2.34921787715377,223.4693044,"AHS.6.2","AHS","Pos","1"
"MR293","AHS.SH.48.3","Euthanization","NAHS.SH.48.3","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,NA,257,41.27698898,47.59184265,55.426548,"Pos",48.09845988,NA,NA,NA,NA,NA,48.09845988,48,1.69106786939165,49.09845988,"AHS.48.3","AHS","Pos","1"
"MR292","ELS.SH.12.2","Euthanization","ELSV","Shared",2021-06-27,"12hr","Infected",2021-06-27,1,NA,258,177034.0469,171690.7656,183021.7031,"Pos",177248.8385,NA,NA,NA,NA,NA,177248.8385,12,5.24858584815078,177249.8385,"ELS.12.2","ELS","Pos","1"
"MR294","ALS.SH.12.1","Euthanization","TALS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,259,248.8046112,245.431839,251.2388611,"Pos",248.4917704,NA,NA,NA,NA,NA,248.4917704,12,2.39705622479382,249.4917704,"ALS.12.1","ALS","Pos","1"
"MR297","ELS.SH.6.1","Euthanization","ELSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,260,239272.4688,232573.4219,233013.0469,"Pos",234952.9792,NA,NA,NA,NA,NA,234952.9792,6,5.37098280466848,234953.9792,"ELS.6.1","ELS","Pos","1"
"MR298","AHS.SQ.6.2","Euthanization","AHS4","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,261,1084.296143,1054.274536,1076.600708,"Pos",1071.723796,NA,NA,NA,NA,NA,1071.723796,6,3.03048791458984,1072.723796,"AHS.6.2","AHS","Pos","1"
"MR280","AHS.SH.48.1","Euthanization","TAHS","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,NA,262,579.7386475,544.6762695,706.7744751,"Pos",610.396464,NA,NA,NA,NA,NA,610.396464,48,2.78632292266333,611.396464,"AHS.48.1","AHS","Pos","1"
"MR301","ALS.SH.1.2","Euthanization","ALSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,263,4465.286621,5075.717773,4720.201172,"Pos",4753.735189,NA,NA,NA,NA,NA,4753.735189,1,3.67712633427899,4754.735189,"ALS.1.2","ALS","Pos","1"
"MR291","EHS.SQ.48.1","Euthanization","EHS3","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,265,1132.211304,1141.172974,1110.453613,"Pos",1127.945964,NA,NA,NA,NA,NA,1127.945964,48,3.05267315530119,1128.945964,"EHS.48.1","EHS","Pos","1"
"MR290","ELS.SH.6.2","Died after exposure","TELS","Shared",2021-06-27,"6hr","Naive",2021-07-01,1,NA,266,499.3152161,390.0241394,363.2980042,"Pos",417.5457865,NA,NA,NA,NA,NA,417.5457865,6,2.62174297424472,418.5457865,"ELS.6.2","ELS","Pos","1"
"MR303","AHS.SH.48.2","Died after exposure","NAHS.SH.48.2","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,"Died the day it was supposed to be euthanized",267,377.1069336,319.7548523,263.1425781,"Pos",320.0014547,NA,NA,NA,NA,NA,320.0014547,48,2.50650700052559,321.0014547,"AHS.48.2","AHS","Pos","1"
"MR302","EHS.SQ.48.2","Euthanization","EHS3","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,268,948.3353271,1059.924194,879.760498,"Pos",962.6733398,NA,NA,NA,NA,NA,962.6733398,48,2.98392984431345,963.6733398,"EHS.48.2","EHS","Pos","1"
"MR306","ALS.SH.12.2","Euthanization","TALS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,269,281.0701599,197.4453278,128.7132874,"Pos",202.4095917,NA,NA,NA,NA,NA,202.4095917,12,2.30837142805657,203.4095917,"ALS.12.2","ALS","Pos","1"
"MR307","AHS.SH.1.1","Euthanization","NAHS.SH.1.1","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,270,1192.95459,950.2894897,1224.45874,"Pos",1122.567607,NA,NA,NA,NA,NA,1122.567607,1,3.05059920978911,1123.567607,"AHS.1.1","AHS","Pos","1"
"MR308","ELS.SH.6.1","Euthanization","TELS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,271,770.1913452,1033.445435,764.2294922,"Pos",855.955424,NA,NA,NA,NA,NA,855.955424,6,2.9329582319415,856.955424,"ELS.6.1","ELS","Pos","1"
"MR300","ALS.SH.24.1","Euthanization","ALSV","Shared",2021-06-27,"24hr","Infected",2021-06-28,1,NA,272,926153.25,921734.75,913233.5625,"Pos",920373.8542,NA,NA,NA,NA,NA,920373.8542,24,5.96396474468656,920374.8542,"ALS.24.1","ALS","Pos","1"
"MR288","ELS.SH.12.3","Euthanization","TELS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,273,636.5756226,602.9602051,545.5698242,"Pos",595.0352173,NA,NA,NA,NA,NA,595.0352173,12,2.77527192119527,596.0352173,"ELS.12.3","ELS","Pos","1"
"MR289","ALS.SH.6.2","Euthanization","TALS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,274,269.0672607,194.348877,202.131485,"Pos",221.8492076,NA,NA,NA,NA,NA,221.8492076,6,2.34801109417468,222.8492076,"ALS.6.2","ALS","Pos","1"
"MR287","AHS.SH.6.3","Euthanization","TAHS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,275,678.1643066,531.3249512,657.7810669,"Pos",622.4234416,NA,NA,NA,NA,NA,622.4234416,6,2.79478312833242,623.4234416,"AHS.6.3","AHS","Pos","1"
"MR286","ALS.SH.6.1","Euthanization","ALSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,276,292441.5313,275752.7188,263704.3125,"Pos",277299.5208,NA,NA,NA,NA,NA,277299.5208,6,5.44295068523006,277300.5208,"ALS.6.1","ALS","Pos","1"
"MR304","ELS.SH.1.2","Euthanization","ELSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,277,217875.7031,217911.5781,240481.5,"Pos",225422.9271,NA,NA,NA,NA,NA,225422.9271,1,5.35300001133738,225423.9271,"ELS.1.2","ELS","Pos","1"
"MR305","ELS.SH.24.3","Died during exposure","TELS","Shared",2021-06-27,"24hr","Naive",2021-06-28,1,"FOUND DEAD AT THE END OF EXPOSURE",278,431.5171204,342.7110901,308.4989624,"Pos",360.9090576,NA,NA,NA,NA,NA,360.9090576,24,2.55859945245463,361.9090576,"ELS.24.3","ELS","Pos","1"
"MR271","EHS.SQ.1.1","Euthanization","EHS5","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,279,504.3382263,696.0414429,498.2038269,"Pos",566.1944987,NA,NA,NA,NA,NA,566.1944987,1,2.75373200991158,567.1944987,"EHS.1.1","EHS","Pos","1"
"MR272","EHS.SH.12.2","Euthanization","EHSV","Shared",2021-06-27,"12hr","Infected",2021-06-27,1,NA,280,0,57.12459564,51.25538635,"Pos",36.12666066,NA,NA,NA,NA,NA,36.12666066,12,1.56968588857023,37.12666066,"EHS.12.2","EHS","Pos","1"
"MR269","ALS.SH.24.1","Died after exposure","TALS","Shared",2021-06-27,"24hr","Naive",2021-06-28,1,"This animal was a naive animal that was mistakenly euthanized immediately after the exposure.",281,71.53587341,50.69687653,57.09447098,"Pos",59.77574031,NA,NA,NA,NA,NA,59.77574031,24,1.78373025769373,60.77574031,"ALS.24.1","ALS","Pos","1"
"MR270","AHS.SQ.48.1","Euthanization","AHS2","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,282,142.316803,154.4409637,287.2048035,"Pos",194.6541901,NA,NA,NA,NA,NA,194.6541901,48,2.29148915312003,195.6541901,"AHS.48.1","AHS","Pos","1"
"MR299","ALS.SQ.1.3","Euthanization","ALS4","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,283,770.9587402,746.911438,703.7746582,"Pos",740.5482788,NA,NA,NA,NA,NA,740.5482788,1,2.8701394312024,741.5482788,"ALS.1.3","ALS","Pos","1"
"MR281","ALS.SH.48.3","Euthanization","NALS.SH.48.3","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,NA,284,55155280,47197272,45231820,"Pos",49194790.67,NA,NA,NA,NA,NA,49194790.67,48,7.691919125761,49194791.67,"ALS.48.3","ALS","Pos","1"
"MR390","EHS.SQ.1.3","Euthanization","EHS5","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,285,303.6867065,270.1001282,319.327301,"Pos",297.7047119,NA,NA,NA,NA,NA,297.7047119,1,2.47524207341106,298.7047119,"EHS.1.3","EHS","Pos","1"
"MR391","ELS.SH.6.2","Euthanization","ELSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,286,4872.024,5168.88303,4707.2099,"Pos",4916.038977,NA,NA,NA,NA,NA,4916.038977,6,3.69170365092366,4917.038977,"ELS.6.2","ELS","Pos","1"
"MR392","ALS.SQ.48.2","Euthanization","ALS4","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,287,4218847.405,4509128.662,4580724.203,"Pos",4436233.424,NA,NA,NA,NA,NA,4436233.424,48,6.64701448751311,4436234.424,"ALS.48.2","ALS","Pos","1"
"MR393","AHS.SH.12.2","Euthanization","TAHS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"AHS.12.2","AHS",NA,NA
"MR394","ALS.SQ.48.1","Euthanization","ALS4","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,288,9877655,10102376.02,9655028.034,"Pos",9878353.019,NA,NA,NA,NA,NA,9878353.019,48,6.99468458628627,9878354.019,"ALS.48.1","ALS","Pos","1"
"MR395","EHS.SH.6.2","Euthanization","TEHS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,289,1803.34,2420.7205,1753.607,"Pos",1992.555833,NA,NA,NA,NA,NA,1992.555833,6,3.2996284033414,1993.555833,"EHS.6.2","EHS","Pos","1"
"MR396","AHS.SH.12.3","Euthanization","AHSV","Shared",2021-06-27,"12hr","Infected",2021-06-27,1,NA,290,1199.908936,12522.14551,0.033411726,"Pos",4574.029285,NA,NA,NA,NA,NA,4574.029285,12,3.66039387835289,4575.029285,"AHS.12.3","AHS","Pos","1"
"MR387","ELS.SH.24.3","Euthanization","ELSV","Shared",2021-06-27,"24hr","Infected",2021-06-28,1,NA,291,3385546,4002850,3665061.036,"Pos",3684485.679,NA,NA,NA,NA,NA,3684485.679,24,6.56637699070078,3684486.679,"ELS.24.3","ELS","Pos","1"
"MR397","ELS.SH.1.1","Euthanization","ELSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,292,1114745,1097226.5,1013291,"Pos",1075087.5,NA,NA,NA,NA,NA,1075087.5,1,6.03144421632571,1075088.5,"ELS.1.1","ELS","Pos","1"
"MR388","AHS.SH.12.2","Euthanization","AHSV","Shared",2021-06-27,"12hr","Infected",2021-06-27,1,NA,293,52488.0292,58926.0374,53047.2002,"Pos",54820.42227,NA,NA,NA,NA,NA,54820.42227,12,4.73895029855117,54821.42227,"AHS.12.2","AHS","Pos","1"
"MR389","EHS.SH.24.2","Euthanization","EHSV","Shared",2021-06-27,"24hr","Infected",2021-06-28,1,NA,294,15692827,16601122,16892226,"Pos",16395391.67,NA,NA,NA,NA,NA,16395391.67,24,7.21472182249194,16395392.67,"EHS.24.2","EHS","Pos","1"
"MR398","EHS.SH.48.3","Died after exposure","NEHS.SH.48.3","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,"Found dead on day it was supposed to be euthanized.",295,358927,378240.08,330995.822,"Pos",356054.3007,NA,NA,NA,NA,NA,356054.3007,48,5.55151745562365,356055.3007,"EHS.48.3","EHS","Pos","1"
"MR399","EHS.SQ.1.2","Euthanization","EHS5","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,296,0,4.00582,0,"Redo",NA,0,0,0,"Neg",0,0,1,0,1,"EHS.1.2","EHS","Neg","0"
"MR279","ALS.SQ.12.1","Euthanization","ALS10","Sequential",2021-06-27,"12hr","Naive",2021-07-04,1,NA,297,14093,13755.64811,13858.1103,"Pos",13902.2528,NA,NA,NA,NA,NA,13902.2528,12,4.14311641952198,13903.2528,"ALS.12.1","ALS","Pos","1"
"MR278","ALS.SH.1.1","Euthanization","ALSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,298,455.019203,503.015639,437.8993,"Pos",465.3113807,NA,NA,NA,NA,NA,465.3113807,1,2.66867601488597,466.3113807,"ALS.1.1","ALS","Pos","1"
"MR274","ELS.SH.48.1","Euthanization","TELS","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,NA,299,3260195,3008371.772,3588637.341,"Pos",3285734.704,NA,NA,NA,NA,NA,3285734.704,48,6.5166326269899,3285735.704,"ELS.48.1","ELS","Pos","1"
"MR275","EHS.SH.12.1","Euthanization","TEHS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,300,120366.93,115042.7986,121890,"Pos",119099.9095,NA,NA,NA,NA,NA,119099.9095,12,5.07591507793385,119100.9095,"EHS.12.1","EHS","Pos","1"
"MR276","ELS.SQ.1.1","Euthanization","ELS1","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"ELS.1.1","ELS",NA,NA
"MR277","ELS.SQ.6.2","Euthanization","ELS1","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,301,3301.39,2872.8667,3414.91223,"Pos",3196.389643,NA,NA,NA,NA,NA,3196.389643,6,3.50479556385805,3197.389643,"ELS.6.2","ELS","Pos","1"
"MR273","AHS.SQ.1.2","Euthanization","AHS4","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,302,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"AHS.1.2","AHS","Neg","0"
"MR309","AHS.SQ.12.3","Euthanization","AHS3","Sequential",2021-06-27,"12hr","Naive",2021-07-04,1,NA,303,16480.284,18993.0582,15973.33012,"Pos",17148.89077,NA,NA,NA,NA,NA,17148.89077,12,4.23426135830664,17149.89077,"AHS.12.3","AHS","Pos","1"
"MR310","ALS.SQ.12.2","Euthanization","ALS10","Sequential",2021-06-27,"12hr","Naive",2021-07-04,1,NA,304,48772.3882,567281,53095.0029,"Pos",223049.4637,NA,NA,NA,NA,NA,223049.4637,12,5.34840313043413,223050.4637,"ALS.12.2","ALS","Pos","1"
"MR311","AHS.SQ.6.3","Euthanization","AHS4","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,305,1992.9214,2304.77503,2177.088,"Pos",2158.261477,NA,NA,NA,NA,NA,2158.261477,6,3.33430523665673,2159.261477,"AHS.6.3","AHS","Pos","1"
"MR312","ELS.SQ.6.3","Euthanization","ELS1","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,306,992.440393,1002.34556,972.043,"Pos",988.9429843,NA,NA,NA,NA,NA,988.9429843,6,2.99561018215619,989.9429843,"ELS.6.3","ELS","Pos","1"
"MR313","ALS.SQ.1.2","Euthanization","ALS4","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,307,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"ALS.1.2","ALS","Neg","0"
"MR314","ELS.SQ.12.1","Euthanization","ELS1","Sequential",2021-06-27,"12hr","Naive",2021-07-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"ELS.12.1","ELS",NA,NA
"MR315","ALS.SH.48.1","Died after exposure","TALS","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,"Died the day the animal was supposed to be euthanized.",308,5419227.037,6020885.755,5478734,"Pos",5639615.597,NA,NA,NA,NA,NA,5639615.597,48,6.75124957996435,5639616.597,"ALS.48.1","ALS","Pos","1"
"MR316","EHS.SQ.6.3","Euthanization","EHS5","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,309,0,98.2307,0,"Redo",NA,0,99.0237,134.048,"Pos",55.21706667,55.21706667,6,1.74986818096783,56.21706667,"EHS.6.3","EHS","Pos","1"
"MR439","ALS.SQ.48.3","Euthanization","ALS4","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,310,4901121,5504992,48726219.04,"Pos",19710777.35,NA,NA,NA,NA,NA,19710777.35,48,7.29470377427618,19710778.35,"ALS.48.3","ALS","Pos","1"
"MR440","ELS.SQ.6.1","Euthanization","ELS1","Sequential",2021-06-27,"6hr","Naive",2021-07-04,1,NA,311,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,6,0,1,"ELS.6.1","ELS","Neg","0"
"MR409","EHS.SH.1.C","Euthanization","EHS6","Shared",2021-07-11,"1hr","Control (pseudo-infected)",2021-07-11,2,NA,312,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"EHS.1.C","EHS","Neg","0"
"MR428","EHS.SH.1.C","Euthanization","EHS7","Shared",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-16,2,NA,313,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"EHS.1.C","EHS","Neg","0"
"MR268","ELS.SH.1.C","Euthanization","ELSC2","Shared",2021-07-11,"1hr","Control (pseudo-infected)",2021-07-11,2,NA,314,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"ELS.1.C","ELS","Neg","0"
"MR262","ELS.SH.1.C","Euthanization","ELS11","Shared",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-16,2,NA,315,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"ELS.1.C","ELS","Neg","0"
"MR256","AHS.SH.1.C","Euthanization","AHS6","Shared",2021-07-11,"1hr","Control (pseudo-infected)",2021-07-11,2,NA,316,0,0.95712,0,"Redo",NA,0,0,0,"Neg",0,0,1,0,1,"AHS.1.C","AHS","Neg","0"
"MR267","AHS.SH.1.C","Euthanization","AHS10","Shared",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-16,2,NA,317,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"AHS.1.C","AHS","Neg","0"
"MR263","ALS.SH.1.C","Euthanization","ALS6","Shared",2021-07-11,"1hr","Control (pseudo-infected)",2021-07-11,2,NA,318,1.0038,0,0,"Redo",NA,0,0,0,"Neg",0,0,1,0,1,"ALS.1.C","ALS","Neg","0"
"MR260","ALS.SH.1.C","Euthanization","ALS5","Shared",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-16,2,NA,319,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"ALS.1.C","ALS","Neg","0"
"MR266","AHS.SH.48.C","Euthanization","AHS6","Shared",2021-07-11,"48hr","Control (pseudo-infected)",2021-07-13,2,NA,320,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"AHS.48.C","AHS","Neg","0"
"MR265","EHS.SH.48.C","Euthanization","EHS6","Shared",2021-07-11,"48hr","Control (pseudo-infected)",2021-07-13,2,NA,321,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"EHS.48.C","EHS","Neg","0"
"MR264","ELS.SH.48.C","Euthanization","ELSC2","Shared",2021-07-11,"48hr","Control (pseudo-infected)",2021-07-13,2,NA,322,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"ELS.48.C","ELS","Neg","0"
"MR255","ALS.SH.12.C","Euthanization","ALS6","Shared",2021-07-11,"12hr","Control (pseudo-infected)",2021-07-11,2,NA,323,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"ALS.12.C","ALS","Neg","0"
"MR254","AHS.SH.12.C","Euthanization","AHS6","Shared",2021-07-11,"12hr","Control (pseudo-infected)",2021-07-11,2,NA,324,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"AHS.12.C","AHS","Neg","0"
"MR253","EHS.SH.12.C","Euthanization","EHS6","Shared",2021-07-11,"12hr","Control (pseudo-infected)",2021-07-11,2,NA,325,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"EHS.12.C","EHS","Neg","0"
"MR252","ELS.SH.12.C","Euthanization","ELSC2","Shared",2021-07-11,"12hr","Control (pseudo-infected)",2021-07-11,2,NA,326,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"ELS.12.C","ELS","Neg","0"
"MR42","ALS.SH.24.C","Euthanization","ALSC1","Shared",2021-06-27,"24hr","Control (pseudo-infected)",2021-06-28,1,NA,327,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"ALS.24.C","ALS","Neg","0"
"MR41","EHS.SH.24.C","Euthanization","EHSC1","Shared",2021-06-27,"24hr","Control (pseudo-infected)",2021-06-28,1,NA,328,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"EHS.24.C","EHS","Neg","0"
"MR40","AHS.SH.24.C","Euthanization","AHSC1","Shared",2021-06-27,"24hr","Control (pseudo-infected)",2021-06-28,1,NA,329,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"AHS.24.C","AHS","Neg","0"
"MR39","ELS.SH.24.C","Euthanization","ELSC1","Shared",2021-06-27,"24hr","Control (pseudo-infected)",2021-06-28,1,NA,330,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"ELS.24.C","ELS","Neg","0"
"MR27","ALS.SH.6.C","Euthanization","ALSC1","Shared",2021-06-27,"6hr","Control (pseudo-infected)",2021-06-27,1,NA,331,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,6,0,1,"ALS.6.C","ALS","Neg","0"
"MR26","EHS.SH.6.C","Euthanization","EHSC1","Shared",2021-06-27,"6hr","Control (pseudo-infected)",2021-06-27,1,NA,332,0,0.1154,0,"Redo",NA,0,0,0,"Neg",0,0,6,0,1,"EHS.6.C","EHS","Neg","0"
"MR25","AHS.SH.6.C","Euthanization","AHSC1","Shared",2021-06-27,"6hr","Control (pseudo-infected)",2021-06-27,1,NA,333,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,6,0,1,"AHS.6.C","AHS","Neg","0"
"MR24","ELS.SH.6.C","Euthanization","ELSC1","Shared",2021-06-27,"6hr","Control (pseudo-infected)",2021-06-27,1,NA,334,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,6,0,1,"ELS.6.C","ELS","Neg","0"
"MR426","EHS.SQ.48.C","Died after exposure","EHS9","Sequential",2021-07-13,"48hr","Control (pseudo-naive)",2021-07-17,2,"Died post exposure. The animal had looked bloated for a few days.",335,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"EHS.48.C","EHS","Neg","0"
"MR348","AHS.SQ.1.C","Euthanization","AHS8","Sequential",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-18,2,NA,336,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"AHS.1.C","AHS","Neg","0"
"MR347","ALS.SQ.1.C","Euthanization","ALS11","Sequential",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-18,2,NA,337,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"ALS.1.C","ALS","Neg","0"
"MR346","EHS.SQ.1.C","Euthanization","EHS9","Sequential",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-18,2,NA,338,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"EHS.1.C","EHS","Neg","0"
"MR345","ELS.SQ.1.C","Euthanization","ELS9","Sequential",2021-07-11,"1hr","Control (pseudo-naive)",2021-07-18,2,NA,339,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,1,0,1,"ELS.1.C","ELS","Neg","0"
"MR337","ALS.SH.48.C","Euthanization","ALS9","Shared",2021-07-11,"48hr","Control (pseudo-naive)",2021-07-18,2,NA,340,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"ALS.48.C","ALS","Neg","0"
"MR336","AHS.SH.48.C","Euthanization","AHS10","Shared",2021-07-11,"48hr","Control (pseudo-naive)",2021-07-18,2,NA,341,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"AHS.48.C","AHS","Neg","0"
"MR335","ELS.SH.48.C","Euthanization","ELS10","Shared",2021-07-11,"48hr","Control (pseudo-naive)",2021-07-18,2,NA,342,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"ELS.48.C","ELS","Neg","0"
"MR334","EHS.SH.48.C","Euthanization","EHS7","Shared",2021-07-11,"48hr","Control (pseudo-naive)",2021-07-18,2,NA,343,2.45063,0,0,"Redo",NA,0,0,0,"Neg",0,0,48,0,1,"EHS.48.C","EHS","Neg","0"
"MR159","AHS.SQ.24.C","Euthanization","NAHS.SQ.24.C","Sequential",2021-06-28,"24hr","Control (pseudo-naive)",2021-07-05,1,NA,344,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"AHS.24.C","AHS","Neg","0"
"MR158","EHS.SQ.24.C","Euthanization","NEHS.SQ.24.C","Sequential",2021-06-28,"24hr","Control (pseudo-naive)",2021-07-05,1,NA,345,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"EHS.24.C","EHS","Neg","0"
"MR157","ALS.SQ.24.C","Euthanization","NALS.SQ.24.C","Sequential",2021-06-28,"24hr","Control (pseudo-naive)",2021-07-05,1,NA,346,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,24,0,1,"ALS.24.C","ALS","Neg","0"
